date;numero_commande;client_email;code_postal;ville;produit;quantite;montant_ttc;livraison
2025-02-01;CMD-2025-0434;emma.richard86@exemple.fr;13875;Marseille;Trousse toilette lin;1;33,90;Colissimo
2025-11-11;CMD-2025-0435;emma.leroy85@exemple.fr;87506;Limoges;Coffret découverte 3 savons;1;29,80;Colissimo
2024-08-13;CMD-2025-0436;manon.thomas51@exemple.fr;17208;La Rochelle;Bougie cire de soja;1;26,90;Colissimo
2025-04-28;CMD-2025-0437;zoe.petit73@exemple.fr;60001;Beauvais;Baume réparateur;4;56,50;Colissimo
2025-03-15;CMD-2025-0438;hugo.thomas67@exemple.fr;95788;Cergy;Shampoing solide;1;14,80;Retrait boutique
2024-03-14;CMD-2025-0439;nathan.robert58@exemple.fr;68731;Colmar;Coffret découverte 3 savons;1;29,80;Colissimo
2025-04-09;CMD-2025-0440;arthur.robert40@exemple.fr;75470;Paris;Trousse toilette lin;1;33,90;Retrait boutique
2025-10-03;CMD-2025-0441;gabriel.leroy88@exemple.fr;60156;Beauvais;Baume réparateur;1;17,80;Colissimo
2025-07-19;CMD-2025-0442;hugo.simon72@exemple.fr;63250;Clermont-Ferrand;Coffret découverte 3 savons;1;29,80;Colissimo
2025-04-18;CMD-2025-0443;ines.martin57@exemple.fr;84713;Avignon;Carte cadeau 50 €;3;154,90;Retrait boutique
2025-10-20;CMD-2025-0444;zoe.bernard12@exemple.fr;19222;Tulle;Shampoing solide;2;24,70;Colissimo
2024-05-17;CMD-2025-0445;hugo.lefebvre57@exemple.fr;95105;Cergy;Coffret découverte 3 savons;1;29,80;Colissimo
2025-06-08;CMD-2025-0446;emma.thomas0@exemple.fr;57349;Metz;Shampoing solide;4;44,50;Colissimo
2024-09-26;CMD-2025-0447;chloe.robert39@exemple.fr;69827;Lyon;Shampoing solide;2;24,70;Retrait boutique
2025-06-09;CMD-2025-0448;lucas.dubois45@exemple.fr;66219;Perpignan;Trousse toilette lin;1;33,90;Colissimo
2025-10-23;CMD-2025-0449;lucas.bernard55@exemple.fr;20000;Ajaccio;Savon lait d’ânesse;2;17,90;Retrait boutique
2024-10-09;CMD-2025-0450;louis.richard84@exemple.fr;06860;Nice;Huile sèche 100 ml;1;22,90;Colissimo
2025-04-01;CMD-2025-0451;camille.durand14@exemple.fr;35316;Rennes;Coffret découverte 3 savons;3;79,60;Colissimo
2024-03-19;CMD-2025-0452;ines.robert38@exemple.fr;67224;Strasbourg;Huile sèche 100 ml;4;76,90;Colissimo
2024-08-01;CMD-2025-0453;nathan.robert52@exemple.fr;09263;Foix;Huile sèche 100 ml;1;22,90;Colissimo
2025-03-22;CMD-2025-0454;louis.moreau50@exemple.fr;52489;Chaumont;Bougie cire de soja;3;70,90;Colissimo
2024-05-06;CMD-2025-0455;lea.simon81@exemple.fr;07025;Privas;Carte cadeau 50 €;1;54,90;Colissimo
2024-04-14;CMD-2025-0456;hugo.lefebvre43@exemple.fr;43317;Le Puy-en-Velay;Trousse toilette lin;1;33,90;Colissimo
2025-05-05;CMD-2025-0457;lucas.martin54@exemple.fr;75183;Paris;Huile sèche 100 ml;3;58,90;Retrait boutique
2025-03-03;CMD-2025-0458;camille.lefebvre68@exemple.fr;44718;Nantes;Savon lait d’ânesse;1;11,40;Colissimo
2025-04-14;CMD-2025-0459;emma.moreau62@exemple.fr;89004;Auxerre;Trousse toilette lin;3;91,90;Colissimo
2025-02-10;CMD-2025-0460;lea.martin53@exemple.fr;95761;Cergy;Savon lait d’ânesse;1;11,40;Colissimo
2024-11-12;CMD-2025-0461;lucas.simon59@exemple.fr;75027;Paris;Huile sèche 100 ml;4;76,90;Retrait boutique
2025-06-12;CMD-2025-0462;lucas.lefebvre40@exemple.fr;71144;Mâcon;Shampoing solide;1;14,80;Colissimo
2025-10-05;CMD-2025-0463;nathan.moreau16@exemple.fr;60667;Beauvais;Coffret découverte 3 savons;1;29,80;Colissimo
2025-03-09;CMD-2025-0464;hugo.bernard30@exemple.fr;11123;Carcassonne;Coffret découverte 3 savons;1;29,80;Colissimo
2024-06-19;CMD-2025-0465;jules.bernard2@exemple.fr;37112;Tours;Savon lait d’ânesse;3;24,40;Retrait boutique
2024-01-22;CMD-2025-0466;nathan.leroy6@exemple.fr;92550;Nanterre;Bougie cire de soja;4;92,90;Colissimo
2024-10-03;CMD-2025-0467;hugo.durand25@exemple.fr;74868;Annecy;Baume réparateur;1;17,80;Colissimo
2025-05-22;CMD-2025-0468;emma.simon69@exemple.fr;94840;Créteil;Trousse toilette lin;1;33,90;Colissimo
2024-08-25;CMD-2025-0469;emma.bernard5@exemple.fr;74216;Annecy;Coffret découverte 3 savons;4;104,50;Colissimo
2025-12-17;CMD-2025-0470;camille.garcia83@exemple.fr;85097;La Roche-sur-Yon;Bougie cire de soja;1;26,90;Colissimo
2025-09-01;CMD-2025-0471;lea.garcia39@exemple.fr;77071;Melun;Huile sèche 100 ml;1;22,90;Colissimo
2024-07-10;CMD-2025-0472;manon.lefebvre59@exemple.fr;37748;Tours;Baume réparateur;1;17,80;Colissimo
2024-01-21;CMD-2025-0473;gabriel.thomas76@exemple.fr;13580;Marseille;Savon lait d’ânesse;4;30,90;Colissimo
2025-09-26;CMD-2025-0474;nathan.lefebvre56@exemple.fr;18663;Bourges;Shampoing solide;3;34,60;Retrait boutique
2024-07-04;CMD-2025-0475;lucas.laurent65@exemple.fr;59108;Lille;Trousse toilette lin;3;91,90;Colissimo
2025-05-28;CMD-2025-0476;chloe.garcia82@exemple.fr;49657;Angers;Shampoing solide;1;14,80;Colissimo
2024-12-05;CMD-2025-0477;gabriel.martin81@exemple.fr;73215;Chambéry;Huile sèche 100 ml;3;58,90;Colissimo
2025-06-27;CMD-2025-0478;manon.dubois84@exemple.fr;83202;Toulon;Carte cadeau 50 €;1;54,90;Colissimo
2024-04-03;CMD-2025-0479;gabriel.thomas22@exemple.fr;88068;Épinal;Bougie cire de soja;4;92,90;Colissimo
2024-10-07;CMD-2025-0480;hugo.richard85@exemple.fr;27704;Évreux;Carte cadeau 50 €;1;54,90;Colissimo
2024-12-22;CMD-2025-0481;nathan.bernard7@exemple.fr;92065;Nanterre;Bougie cire de soja;1;26,90;Colissimo
2025-11-07;CMD-2025-0482;lea.martin40@exemple.fr;83381;Toulon;Bougie cire de soja;3;70,90;Colissimo
2025-12-09;CMD-2025-0483;manon.moreau82@exemple.fr;02590;Laon;Huile sèche 100 ml;1;22,90;Retrait boutique
2024-03-23;CMD-2025-0484;ines.laurent74@exemple.fr;79075;Niort;Baume réparateur;3;43,60;Colissimo
2024-03-05;CMD-2025-0485;chloe.robert86@exemple.fr;70676;Vesoul;Baume réparateur;2;30,70;Colissimo
2024-01-25;CMD-2025-0486;camille.richard67@exemple.fr;77249;Melun;Huile sèche 100 ml;4;76,90;Retrait boutique
2025-07-27;CMD-2025-0487;camille.petit11@exemple.fr;68787;Colmar;Savon lait d’ânesse;1;11,40;Colissimo
2025-03-22;CMD-2025-0488;zoe.lefebvre17@exemple.fr;10300;Troyes;Coffret découverte 3 savons;1;29,80;Colissimo
2024-04-27;CMD-2025-0489;zoe.laurent84@exemple.fr;69319;Lyon;Bougie cire de soja;3;70,90;Colissimo
2024-03-23;CMD-2025-0490;nathan.garcia60@exemple.fr;81496;Albi;Savon lait d’ânesse;2;17,90;Colissimo
2025-06-28;CMD-2025-0491;ines.bernard1@exemple.fr;19482;Tulle;Baume réparateur;1;17,80;Colissimo
2025-01-10;CMD-2025-0492;manon.dubois61@exemple.fr;51682;Châlons-en-Champagne;Savon lait d’ânesse;1;11,40;Colissimo
2024-11-09;CMD-2025-0493;gabriel.richard84@exemple.fr;51201;Châlons-en-Champagne;Shampoing solide;2;24,70;Colissimo
2024-09-20;CMD-2025-0494;jules.durand15@exemple.fr;76223;Rouen;Savon lait d’ânesse;4;30,90;Colissimo
2024-10-10;CMD-2025-0495;hugo.lefebvre43@exemple.fr;03226;Moulins;Trousse toilette lin;1;33,90;Colissimo
2025-11-26;CMD-2025-0496;emma.lefebvre62@exemple.fr;08880;Charleville-Mézières;Carte cadeau 50 €;2;104,90;Retrait boutique
2025-04-14;CMD-2025-0497;arthur.richard5@exemple.fr;91453;Évry-Courcouronnes;Bougie cire de soja;4;92,90;Colissimo
2024-05-11;CMD-2025-0498;nathan.robert71@exemple.fr;38753;Grenoble;Bougie cire de soja;1;26,90;Colissimo
2025-09-14;CMD-2025-0499;louis.leroy23@exemple.fr;81743;Albi;Carte cadeau 50 €;4;204,90;Colissimo
2025-06-07;CMD-2025-0500;chloe.moreau53@exemple.fr;60522;Beauvais;Shampoing solide;4;44,50;Colissimo
2024-10-26;CMD-2025-0501;camille.richard69@exemple.fr;69098;Lyon;Trousse toilette lin;3;91,90;Colissimo
2025-10-06;CMD-2025-0502;hugo.durand60@exemple.fr;58613;Nevers;Trousse toilette lin;1;33,90;Colissimo
2025-08-24;CMD-2025-0503;zoe.dubois32@exemple.fr;40741;Mont-de-Marsan;Baume réparateur;3;43,60;Colissimo
2025-10-17;CMD-2025-0504;camille.robert84@exemple.fr;85120;La Roche-sur-Yon;Baume réparateur;4;56,50;Retrait boutique
2024-01-01;CMD-2025-0505;lea.martin71@exemple.fr;94537;Créteil;Baume réparateur;1;17,80;Colissimo
2024-10-25;CMD-2025-0506;gabriel.petit69@exemple.fr;29613;Quimper;Carte cadeau 50 €;2;104,90;Colissimo
2025-06-03;CMD-2025-0507;emma.lefebvre57@exemple.fr;63180;Clermont-Ferrand;Savon lait d’ânesse;2;17,90;Colissimo
2025-09-07;CMD-2025-0508;chloe.dubois23@exemple.fr;32752;Auch;Shampoing solide;3;34,60;Retrait boutique
2025-08-24;CMD-2025-0509;jules.garcia72@exemple.fr;08839;Charleville-Mézières;Trousse toilette lin;4;120,90;Colissimo
2024-06-26;CMD-2025-0510;arthur.thomas83@exemple.fr;42869;Saint-Étienne;Coffret découverte 3 savons;3;79,60;Colissimo
2024-11-06;CMD-2025-0511;emma.laurent60@exemple.fr;59644;Lille;Shampoing solide;1;14,80;Colissimo
2025-04-23;CMD-2025-0512;arthur.petit47@exemple.fr;71784;Mâcon;Bougie cire de soja;3;70,90;Colissimo
2025-11-08;CMD-2025-0513;camille.richard40@exemple.fr;22312;Saint-Brieuc;Huile sèche 100 ml;1;22,90;Colissimo
2024-12-05;CMD-2025-0514;nathan.dubois3@exemple.fr;29195;Quimper;Savon lait d’ânesse;1;11,40;Colissimo
2024-09-06;CMD-2025-0515;lea.martin25@exemple.fr;78868;Versailles;Huile sèche 100 ml;4;76,90;Colissimo
2024-01-17;CMD-2025-0516;nathan.bernard25@exemple.fr;32143;Auch;Bougie cire de soja;1;26,90;Retrait boutique
2025-10-08;CMD-2025-0517;chloe.martin80@exemple.fr;71452;Mâcon;Shampoing solide;3;34,60;Colissimo
2025-05-06;CMD-2025-0518;manon.laurent22@exemple.fr;54693;Nancy;Trousse toilette lin;2;62,90;Colissimo
2024-03-15;CMD-2025-0519;lucas.lefebvre62@exemple.fr;95233;Cergy;Baume réparateur;1;17,80;Retrait boutique
2024-05-11;CMD-2025-0520;ines.garcia0@exemple.fr;48461;Mende;Coffret découverte 3 savons;2;54,70;Colissimo
2024-04-19;CMD-2025-0521;camille.simon82@exemple.fr;41308;Blois;Coffret découverte 3 savons;3;79,60;Retrait boutique
2024-04-11;CMD-2025-0522;louis.dubois87@exemple.fr;81291;Albi;Carte cadeau 50 €;2;104,90;Colissimo
2024-08-08;CMD-2025-0523;nathan.dubois72@exemple.fr;77168;Melun;Huile sèche 100 ml;1;22,90;Colissimo
2025-08-28;CMD-2025-0524;manon.moreau27@exemple.fr;70425;Vesoul;Shampoing solide;1;14,80;Colissimo
2025-12-04;CMD-2025-0525;hugo.simon39@exemple.fr;64536;Pau;Huile sèche 100 ml;1;22,90;Colissimo
2025-03-01;CMD-2025-0526;hugo.petit12@exemple.fr;71353;Mâcon;Savon lait d’ânesse;2;17,90;Retrait boutique
2024-02-18;CMD-2025-0527;nathan.bernard83@exemple.fr;74232;Annecy;Baume réparateur;1;17,80;Colissimo
2025-01-04;CMD-2025-0528;lea.robert46@exemple.fr;91569;Évry-Courcouronnes;Baume réparateur;1;17,80;Colissimo
2024-06-21;CMD-2025-0529;lucas.thomas87@exemple.fr;88185;Épinal;Coffret découverte 3 savons;2;54,70;Colissimo
2025-01-15;CMD-2025-0530;louis.martin32@exemple.fr;73006;Chambéry;Savon lait d’ânesse;1;11,40;Colissimo
2024-12-07;CMD-2025-0531;lucas.garcia67@exemple.fr;82626;Montauban;Baume réparateur;1;17,80;Retrait boutique
2025-08-20;CMD-2025-0532;lucas.simon85@exemple.fr;38715;Grenoble;Huile sèche 100 ml;3;58,90;Colissimo
2024-02-13;CMD-2025-0533;manon.robert36@exemple.fr;30361;Nîmes;Huile sèche 100 ml;1;22,90;Retrait boutique
2024-04-17;CMD-2025-0534;emma.bernard51@exemple.fr;85293;La Roche-sur-Yon;Trousse toilette lin;3;91,90;Colissimo
2024-11-20;CMD-2025-0535;lucas.moreau34@exemple.fr;77528;Melun;Savon lait d’ânesse;1;11,40;Colissimo
2025-08-10;CMD-2025-0536;hugo.durand50@exemple.fr;95627;Cergy;Coffret découverte 3 savons;1;29,80;Colissimo
2024-10-22;CMD-2025-0537;emma.petit78@exemple.fr;76765;Rouen;Shampoing solide;1;14,80;Colissimo
2025-01-28;CMD-2025-0538;chloe.petit31@exemple.fr;02487;Laon;Baume réparateur;1;17,80;Colissimo
2024-01-20;CMD-2025-0539;ines.thomas5@exemple.fr;18094;Bourges;Huile sèche 100 ml;2;40,90;Colissimo
2024-10-20;CMD-2025-0540;manon.petit66@exemple.fr;61416;Alençon;Bougie cire de soja;2;48,90;Retrait boutique
2025-05-05;CMD-2025-0541;camille.richard26@exemple.fr;91452;Évry-Courcouronnes;Trousse toilette lin;2;62,90;Colissimo
2024-06-24;CMD-2025-0542;chloe.richard19@exemple.fr;06651;Nice;Trousse toilette lin;2;62,90;Colissimo
2025-10-05;CMD-2025-0543;gabriel.thomas62@exemple.fr;72335;Le Mans;Shampoing solide;1;14,80;Colissimo
2024-03-25;CMD-2025-0544;emma.lefebvre83@exemple.fr;56137;Vannes;Carte cadeau 50 €;4;204,90;Colissimo
2025-05-09;CMD-2025-0545;chloe.simon36@exemple.fr;53812;Laval;Coffret découverte 3 savons;1;29,80;Colissimo
2025-03-24;CMD-2025-0546;emma.lefebvre2@exemple.fr;78899;Versailles;Baume réparateur;3;43,60;Colissimo
2024-09-18;CMD-2025-0547;nathan.durand6@exemple.fr;35017;Rennes;Carte cadeau 50 €;1;54,90;Colissimo
2025-11-12;CMD-2025-0548;gabriel.leroy59@exemple.fr;93854;Bobigny;Baume réparateur;2;30,70;Retrait boutique
2025-05-06;CMD-2025-0549;camille.petit34@exemple.fr;53639;Laval;Bougie cire de soja;1;26,90;Colissimo
2025-06-01;CMD-2025-0550;hugo.durand52@exemple.fr;27811;Évreux;Trousse toilette lin;1;33,90;Colissimo
2024-07-18;CMD-2025-0551;nathan.leroy74@exemple.fr;93884;Bobigny;Bougie cire de soja;4;92,90;Colissimo
2024-02-24;CMD-2025-0552;hugo.dubois73@exemple.fr;76250;Rouen;Savon lait d’ânesse;2;17,90;Colissimo
2024-11-19;CMD-2025-0553;gabriel.leroy85@exemple.fr;56045;Vannes;Carte cadeau 50 €;1;54,90;Colissimo
2025-05-14;CMD-2025-0554;gabriel.richard68@exemple.fr;61586;Alençon;Huile sèche 100 ml;4;76,90;Retrait boutique
2025-06-04;CMD-2025-0555;gabriel.robert11@exemple.fr;74474;Annecy;Shampoing solide;2;24,70;Retrait boutique
2025-02-27;CMD-2025-0556;zoe.bernard67@exemple.fr;17775;La Rochelle;Baume réparateur;3;43,60;Retrait boutique
2025-12-09;CMD-2025-0557;manon.bernard61@exemple.fr;46822;Cahors;Huile sèche 100 ml;3;58,90;Colissimo
2025-07-06;CMD-2025-0558;jules.moreau62@exemple.fr;72138;Le Mans;Coffret découverte 3 savons;1;29,80;Colissimo
2025-09-11;CMD-2025-0559;arthur.richard89@exemple.fr;92265;Nanterre;Coffret découverte 3 savons;1;29,80;Colissimo
2025-11-22;CMD-2025-0560;gabriel.robert59@exemple.fr;66413;Perpignan;Savon lait d’ânesse;1;11,40;Colissimo
2025-04-19;CMD-2025-0561;emma.martin12@exemple.fr;05377;Gap;Trousse toilette lin;1;33,90;Colissimo
2024-03-25;CMD-2025-0562;louis.richard7@exemple.fr;59221;Lille;Trousse toilette lin;3;91,90;Retrait boutique
2024-07-02;CMD-2025-0563;nathan.dubois57@exemple.fr;75828;Paris;Shampoing solide;3;34,60;Colissimo
2024-10-12;CMD-2025-0564;zoe.lefebvre12@exemple.fr;94078;Créteil;Savon lait d’ânesse;1;11,40;Colissimo
2025-02-07;CMD-2025-0565;camille.richard9@exemple.fr;34621;Montpellier;Trousse toilette lin;4;120,90;Colissimo
2025-01-24;CMD-2025-0566;jules.leroy13@exemple.fr;73480;Chambéry;Bougie cire de soja;1;26,90;Colissimo
2025-10-26;CMD-2025-0567;manon.moreau20@exemple.fr;40511;Mont-de-Marsan;Bougie cire de soja;1;26,90;Colissimo
2024-09-01;CMD-2025-0568;chloe.leroy23@exemple.fr;25825;Besançon;Huile sèche 100 ml;2;40,90;Colissimo
2024-04-05;CMD-2025-0569;gabriel.petit20@exemple.fr;68122;Colmar;Huile sèche 100 ml;3;58,90;Retrait boutique
2025-11-13;CMD-2025-0570;camille.durand48@exemple.fr;55637;Bar-le-Duc;Baume réparateur;2;30,70;Colissimo
2025-12-03;CMD-2025-0571;lucas.laurent57@exemple.fr;62395;Arras;Huile sèche 100 ml;2;40,90;Colissimo
2025-12-16;CMD-2025-0572;lucas.bernard37@exemple.fr;94106;Créteil;Shampoing solide;1;14,80;Retrait boutique
2025-03-20;CMD-2025-0573;jules.leroy59@exemple.fr;79248;Niort;Trousse toilette lin;3;91,90;Colissimo
2025-12-26;CMD-2025-0574;louis.dubois17@exemple.fr;03340;Moulins;Shampoing solide;2;24,70;Colissimo
2025-03-25;CMD-2025-0575;gabriel.leroy51@exemple.fr;78542;Versailles;Savon lait d’ânesse;4;30,90;Colissimo
2024-10-03;CMD-2025-0576;arthur.dubois75@exemple.fr;17544;La Rochelle;Coffret découverte 3 savons;1;29,80;Colissimo
2024-05-26;CMD-2025-0577;arthur.petit44@exemple.fr;64630;Pau;Baume réparateur;1;17,80;Colissimo
2025-07-15;CMD-2025-0578;ines.laurent67@exemple.fr;95821;Cergy;Coffret découverte 3 savons;2;54,70;Retrait boutique
2024-06-03;CMD-2025-0579;lucas.laurent34@exemple.fr;70450;Vesoul;Shampoing solide;2;24,70;Colissimo
2025-12-14;CMD-2025-0580;manon.simon8@exemple.fr;13208;Marseille;Shampoing solide;1;14,80;Colissimo
2025-08-21;CMD-2025-0581;louis.thomas47@exemple.fr;40434;Mont-de-Marsan;Coffret découverte 3 savons;1;29,80;Colissimo
2024-06-04;CMD-2025-0582;hugo.leroy36@exemple.fr;69786;Lyon;Bougie cire de soja;3;70,90;Colissimo
2024-11-06;CMD-2025-0583;lea.thomas0@exemple.fr;79101;Niort;Carte cadeau 50 €;3;154,90;Colissimo
2024-09-01;CMD-2025-0584;camille.petit72@exemple.fr;49658;Angers;Bougie cire de soja;3;70,90;Retrait boutique
2024-02-10;CMD-2025-0585;arthur.laurent76@exemple.fr;20200;Bastia;Coffret découverte 3 savons;2;54,70;Colissimo
2025-03-04;CMD-2025-0586;arthur.leroy29@exemple.fr;29413;Quimper;Carte cadeau 50 €;1;54,90;Colissimo
2025-12-18;CMD-2025-0587;lea.robert51@exemple.fr;31528;Toulouse;Bougie cire de soja;1;26,90;Colissimo
2025-07-01;CMD-2025-0588;nathan.durand6@exemple.fr;28440;Chartres;Bougie cire de soja;3;70,90;Colissimo
2024-11-08;CMD-2025-0589;manon.dubois85@exemple.fr;58420;Nevers;Huile sèche 100 ml;1;22,90;Retrait boutique
2024-01-10;CMD-2025-0590;gabriel.garcia11@exemple.fr;02195;Laon;Carte cadeau 50 €;2;104,90;Colissimo
2024-01-07;CMD-2025-0591;chloe.richard40@exemple.fr;20000;Ajaccio;Carte cadeau 50 €;3;154,90;Colissimo
2025-07-22;CMD-2025-0592;camille.simon16@exemple.fr;38617;Grenoble;Huile sèche 100 ml;1;22,90;Colissimo
2025-07-10;CMD-2025-0593;ines.richard7@exemple.fr;59737;Lille;Savon lait d’ânesse;1;11,40;Colissimo
2025-11-05;CMD-2025-0594;ines.laurent34@exemple.fr;17208;La Rochelle;Savon lait d’ânesse;2;17,90;Colissimo
2025-04-11;CMD-2025-0595;zoe.moreau22@exemple.fr;77146;Melun;Bougie cire de soja;3;70,90;Retrait boutique
2025-02-25;CMD-2025-0596;chloe.garcia16@exemple.fr;78046;Versailles;Shampoing solide;1;14,80;Colissimo
2024-09-07;CMD-2025-0597;zoe.durand85@exemple.fr;69307;Lyon;Shampoing solide;1;14,80;Colissimo
2025-08-17;CMD-2025-0598;arthur.bernard69@exemple.fr;23420;Guéret;Trousse toilette lin;4;120,90;Colissimo
2024-05-18;CMD-2025-0599;nathan.durand4@exemple.fr;35361;Rennes;Bougie cire de soja;1;26,90;Colissimo
2024-02-21;CMD-2025-0600;manon.garcia40@exemple.fr;75012;Paris;Baume réparateur;2;30,70;Colissimo
